booking_id;user_id;book_id;starttime;endtime
208;525;3844;2018-12-04;2019-01-20
294;1992;5368;2018-12-04;2019-01-19
3937;1658;2264;2018-12-05;2018-12-31
1528;1393;5043;2018-12-05;2018-12-19
2740;435;5893;2018-12-05;2018-12-23
3800;551;2913;2018-12-06;2019-01-24
2835;685;3188;2018-12-06;2018-12-24
4764;1695;3843;2018-12-06;2019-01-20
3280;523;4725;2018-12-06;2018-12-14
524;926;5145;2018-12-06;2019-01-04
3027;1805;1273;2018-12-07;2019-02-24
2819;1328;3098;2018-12-07;2018-12-15
1531;728;4621;2018-12-07;2019-02-16
2774;1071;266;2018-12-08;2019-02-25
1770;1261;4917;2018-12-08;2018-12-16
1074;1983;6412;2018-12-08;2019-01-05
457;1948;234;2018-12-09;2019-02-01
4955;931;3526;2018-12-09;2018-12-13
951;370;1393;2018-12-11;2018-12-24
954;332;2839;2018-12-11;2019-01-09
4489;1693;3953;2018-12-11;2019-03-03
3032;336;4508;2018-12-12;2019-01-29
114;673;4858;2018-12-12;2018-12-27
2158;1117;6714;2018-12-12;2019-01-28
3318;247;1134;2018-12-13;2019-01-23
4811;778;1838;2018-12-13;2018-12-18
1715;238;3636;2018-12-13;2019-03-14
3590;1816;6581;2018-12-13;2019-01-21
1500;1933;6657;2018-12-13;2018-12-24
127;620;2214;2018-12-14;2019-03-22
1989;1590;3651;2018-12-14;2019-03-21
3136;1430;4486;2018-12-14;2019-02-09
1007;1399;6439;2018-12-14;2019-02-05
4379;1862;6081;2018-12-15;2019-01-24
1089;246;3896;2018-12-16;2019-01-14
3819;1480;6714;2018-12-16;2019-01-30
702;276;4034;2018-12-17;2019-01-25
978;1866;1062;2018-12-18;2019-03-03
816;54;1520;2018-12-18;2019-03-22
3123;707;3340;2018-12-18;2019-02-02
4952;693;3572;2018-12-18;2019-03-07
557;1518;187;2018-12-19;2019-01-10
1651;191;586;2018-12-19;2019-03-11
3769;1344;3700;2018-12-19;2019-02-24
174;1267;1229;2018-12-20;2019-01-30
4071;168;1504;2018-12-20;2019-02-22
1329;552;3150;2018-12-20;2019-02-03
3943;424;4644;2018-12-20;2019-02-05
197;199;6275;2018-12-20;2019-03-26
1692;1639;1833;2018-12-21;2019-01-07
2881;473;4326;2018-12-21;2019-02-08
4209;1149;4585;2018-12-21;2019-03-17
4766;1781;883;2018-12-23;2019-03-16
1842;465;1102;2018-12-23;2019-01-16
4774;1229;1777;2018-12-23;2019-03-03
217;499;2063;2018-12-23;2019-01-02
1397;87;3713;2018-12-23;2019-02-13
823;41;5729;2018-12-24;2019-01-12
3638;807;2191;2018-12-25;2019-01-27
2134;322;2453;2018-12-25;2019-03-27
76;157;6611;2018-12-25;2019-01-27
4160;1561;1579;2018-12-26;2019-03-16
3771;1601;2777;2018-12-26;2019-03-23
441;726;5549;2018-12-26;2019-02-12
2916;1776;5675;2018-12-26;2019-02-03
1844;1172;1903;2018-12-27;2019-03-30
2445;687;3661;2018-12-27;2019-04-04
3039;1518;4925;2018-12-27;2019-01-03
3575;668;5094;2018-12-27;2019-02-17
1421;1229;5230;2018-12-27;2019-03-22
2787;1476;3271;2018-12-28;2019-01-05
639;1365;767;2018-12-29;2019-04-07
1522;345;2026;2018-12-29;2019-01-20
4930;295;2626;2018-12-29;2019-02-01
3289;1223;918;2018-12-31;2019-01-18
3256;1088;2666;2018-12-31;2019-04-08
1673;874;2815;2018-12-31;2019-02-17
1245;491;3189;2018-12-31;2019-04-01
4595;1571;4814;2018-12-31;2019-02-11
61;611;6423;2018-12-31;2019-03-28
366;582;1905;2019-01-01;2019-04-03
4313;228;171;2019-01-02;2019-03-14
4474;1737;865;2019-01-02;2019-02-14
3738;1414;957;2019-01-02;2019-02-07
2479;508;2412;2019-01-02;2019-01-31
1809;1280;5748;2019-01-02;2019-02-17
570;1011;304;2019-01-03;2019-03-27
804;211;5066;2019-01-03;2019-02-22
4842;1683;5326;2019-01-03;2019-04-09
2485;1153;6378;2019-01-03;2019-01-24
3098;52;1179;2019-01-04;2019-01-06
3236;871;1268;2019-01-04;2019-04-09
2560;1899;2478;2019-01-04;2019-01-05
3002;59;4413;2019-01-04;2019-04-12
4615;146;6564;2019-01-04;2019-01-22
3469;1638;3088;2019-01-05;2019-02-04
135;1917;3906;2019-01-05;2019-03-21
210;1588;5091;2019-01-05;2019-03-16
2428;1272;475;2019-01-06;2019-03-13
729;1071;1226;2019-01-06;2019-01-21
2601;815;1506;2019-01-06;2019-01-28
2846;1730;5565;2019-01-06;2019-02-14
2568;356;775;2019-01-07;2019-02-17
271;605;1957;2019-01-07;2019-01-26
3600;1515;4018;2019-01-07;2019-01-12
4337;683;5056;2019-01-07;2019-03-28
1561;624;229;2019-01-08;2019-03-12
790;1468;2764;2019-01-08;2019-02-25
858;1543;4933;2019-01-08;2019-04-17
4051;1153;6123;2019-01-08;2019-02-27
4775;1488;2468;2019-01-09;2019-01-22
3275;1707;4808;2019-01-09;2019-03-21
3614;1567;5964;2019-01-09;2019-03-18
1097;1929;1024;2019-01-10;2019-03-11
3215;1925;1705;2019-01-10;2019-02-21
826;1735;3539;2019-01-10;2019-01-15
2075;1733;3731;2019-01-10;2019-01-20
2805;1007;4523;2019-01-10;2019-01-20
3326;1401;5467;2019-01-10;2019-02-25
223;739;1795;2019-01-11;2019-03-29
4926;931;636;2019-01-12;2019-04-22
4702;274;2660;2019-01-12;2019-02-19
227;225;2937;2019-01-12;2019-02-18
2686;1833;5369;2019-01-12;2019-02-02
2949;1734;367;2019-01-13;2019-04-01
268;69;5841;2019-01-13;2019-02-05
345;689;6705;2019-01-13;2019-04-14
4951;692;871;2019-01-14;2019-01-29
4277;294;1377;2019-01-14;2019-01-18
3666;1173;4436;2019-01-14;2019-04-23
850;746;5939;2019-01-14;2019-04-24
369;856;3030;2019-01-16;2019-04-12
2324;1716;5926;2019-01-16;2019-03-09
3331;1931;1200;2019-01-17;2019-03-03
687;311;1654;2019-01-17;2019-02-09
3940;1153;4931;2019-01-17;2019-03-29
1808;1017;6622;2019-01-18;2019-04-26
4693;1521;6624;2019-01-18;2019-03-25
4681;1214;345;2019-01-19;2019-04-04
753;615;6015;2019-01-19;2019-02-01
2362;1875;6806;2019-01-19;2019-03-13
314;1415;76;2019-01-20;2019-04-01
187;244;1238;2019-01-22;2019-01-26
2159;223;1561;2019-01-22;2019-03-03
4757;1871;4586;2019-01-22;2019-04-07
3014;1779;5318;2019-01-22;2019-03-31
3799;168;6131;2019-01-22;2019-02-21
2341;97;1972;2019-01-24;2019-03-10
3270;1971;5840;2019-01-24;2019-04-30
3606;1808;4847;2019-01-26;2019-03-13
1062;212;5135;2019-01-26;2019-03-02
2015;1641;333;2019-01-28;2019-04-06
581;1154;2172;2019-01-28;2019-05-05
2466;1981;3355;2019-01-28;2019-04-11
3682;1744;4990;2019-01-28;2019-02-09
224;597;5764;2019-01-28;2019-02-04
4865;1932;170;2019-01-29;2019-04-29
3559;585;858;2019-01-29;2019-03-30
2876;913;4593;2019-01-29;2019-04-25
1729;287;6142;2019-01-29;2019-02-18
2252;921;6424;2019-01-29;2019-02-16
4909;952;1047;2019-01-30;2019-04-02
3072;221;4464;2019-01-30;2019-04-22
4139;4;5335;2019-01-30;2019-02-19
4293;435;6295;2019-01-30;2019-03-07
327;1757;3943;2019-01-31;2019-03-30
2590;470;349;2019-02-01;2019-04-12
3162;78;732;2019-02-02;2019-02-11
4925;1344;3219;2019-02-02;2019-03-21
2063;704;3326;2019-02-02;2019-05-02
4603;1355;6492;2019-02-02;2019-04-29
839;1374;2445;2019-02-03;2019-02-13
4162;1048;4223;2019-02-03;2019-04-04
3509;59;2109;2019-02-04;2019-04-27
4361;1302;4515;2019-02-04;2019-04-07
3231;252;1663;2019-02-05;2019-04-11
2551;759;3006;2019-02-05;2019-05-05
876;1469;4067;2019-02-05;2019-03-23
3016;1457;4299;2019-02-05;2019-03-01
71;289;5914;2019-02-05;2019-04-28
855;753;1073;2019-02-06;2019-05-01
1107;783;1433;2019-02-06;2019-05-01
3528;1713;4954;2019-02-06;2019-04-23
4748;1914;5977;2019-02-06;2019-05-02
1794;1747;5983;2019-02-06;2019-05-16
166;1099;2831;2019-02-07;2019-02-19
41;1059;4989;2019-02-07;2019-03-16
3427;519;584;2019-02-08;2019-03-20
813;1923;643;2019-02-08;2019-04-05
3508;1013;1713;2019-02-08;2019-04-29
556;415;1954;2019-02-08;2019-04-07
2567;1100;2057;2019-02-08;2019-04-10
3088;1624;3133;2019-02-08;2019-04-15
540;1301;1404;2019-02-10;2019-02-21
3689;1697;3888;2019-02-10;2019-02-13
3951;1315;4333;2019-02-10;2019-04-25
1854;2000;4659;2019-02-11;2019-03-01
4933;1749;5045;2019-02-11;2019-05-11
4729;91;5125;2019-02-11;2019-02-20
4264;1240;562;2019-02-12;2019-04-25
2234;1051;2198;2019-02-12;2019-05-10
4321;785;5467;2019-02-12;2019-02-22
759;210;5980;2019-02-12;2019-04-16
4685;103;1049;2019-02-13;2019-03-25
1886;1735;3371;2019-02-13;2019-03-12
4382;140;4560;2019-02-13;2019-02-19
3064;1854;5437;2019-02-13;2019-05-12
4217;1795;6345;2019-02-13;2019-05-08
3523;1585;337;2019-02-14;2019-04-23
2687;1735;3223;2019-02-14;2019-05-05
7;1693;4294;2019-02-14;2019-03-10
4617;1771;5470;2019-02-14;2019-05-19
3750;1948;5502;2019-02-14;2019-04-08
588;1118;80;2019-02-15;2019-02-23
3945;1420;1584;2019-02-15;2019-05-02
3453;911;6246;2019-02-15;2019-05-06
356;1442;2394;2019-02-16;2019-03-14
1182;1443;5147;2019-02-16;2019-03-09
374;1680;3023;2019-02-17;2019-03-13
4671;550;1153;2019-02-18;2019-04-29
1829;717;4872;2019-02-18;2019-04-16
3408;1549;5102;2019-02-18;2019-03-01
2875;1237;6051;2019-02-18;2019-05-17
2250;1848;2636;2019-02-19;2019-05-24
1712;1625;3610;2019-02-19;2019-04-04
1519;1231;5049;2019-02-19;2019-04-21
308;781;6070;2019-02-19;2019-04-08
1927;424;1734;2019-02-20;2019-04-15
2862;295;2805;2019-02-20;2019-04-25
1272;173;3104;2019-02-20;2019-03-25
484;570;477;2019-02-21;2019-05-19
3941;1820;342;2019-02-22;2019-03-09
4655;1074;3807;2019-02-22;2019-05-16
1938;949;5519;2019-02-22;2019-02-25
3332;1910;5871;2019-02-22;2019-04-05
3900;326;1055;2019-02-23;2019-04-16
4711;204;2416;2019-02-23;2019-05-16
3225;822;5074;2019-02-23;2019-04-01
4122;1114;2094;2019-02-24;2019-03-04
4786;383;2277;2019-02-24;2019-03-28
4308;328;3556;2019-02-24;2019-04-17
927;1146;3612;2019-02-24;2019-03-30
2533;1512;4808;2019-02-24;2019-05-30
3244;1599;6273;2019-02-25;2019-05-26
3385;530;6570;2019-02-25;2019-03-26
406;1189;4490;2019-02-26;2019-03-28
1339;311;6418;2019-02-26;2019-05-16
648;1648;2140;2019-02-27;2019-05-08
1663;890;3218;2019-02-27;2019-06-06
1298;123;5305;2019-02-27;2019-03-04
4900;548;6399;2019-02-27;2019-03-26
242;1377;256;2019-02-28;2019-05-07
2667;518;682;2019-02-28;2019-03-16
1513;1174;2832;2019-02-28;2019-03-02
4016;1128;3817;2019-02-28;2019-03-03
2661;454;6027;2019-02-28;2019-04-23
495;294;6761;2019-02-28;2019-04-10
4176;1648;675;2019-03-01;2019-03-14
26;197;2095;2019-03-01;2019-04-29
354;824;5213;2019-03-01;2019-04-03
1428;320;5875;2019-03-01;2019-04-12
4737;551;2994;2019-03-03;2019-04-16
4646;1134;5633;2019-03-03;2019-05-17
1165;1919;5679;2019-03-03;2019-04-07
4110;660;6197;2019-03-03;2019-04-10
4885;1620;1893;2019-03-04;2019-03-09
1481;1032;2718;2019-03-04;2019-03-21
3991;26;6047;2019-03-04;2019-04-30
4890;868;2617;2019-03-05;2019-05-29
2111;195;5599;2019-03-05;2019-03-25
725;747;2831;2019-03-06;2019-04-01
352;1011;6067;2019-03-06;2019-03-23
1344;846;4797;2019-03-07;2019-05-23
1099;880;2742;2019-03-09;2019-03-11
1122;557;6568;2019-03-09;2019-04-29
189;200;559;2019-03-10;2019-05-11
2596;245;570;2019-03-10;2019-04-21
1958;1599;1351;2019-03-10;2019-05-31
432;1245;2006;2019-03-10;2019-04-15
1358;1972;2262;2019-03-10;2019-03-14
2907;1064;2533;2019-03-10;2019-05-05
2433;481;5455;2019-03-10;2019-06-13
670;1151;848;2019-03-11;2019-05-24
3894;862;4990;2019-03-11;2019-04-19
3802;158;5197;2019-03-11;2019-03-23
4432;254;2795;2019-03-12;2019-05-20
3222;1591;3729;2019-03-12;2019-05-12
267;430;4072;2019-03-12;2019-06-04
4735;1030;5274;2019-03-12;2019-04-04
298;1225;5672;2019-03-12;2019-04-21
2286;97;4414;2019-03-13;2019-05-23
4466;194;4928;2019-03-13;2019-04-16
1056;769;1946;2019-03-14;2019-04-27
1282;1964;2057;2019-03-14;2019-05-03
437;1400;4293;2019-03-14;2019-05-07
584;1257;6460;2019-03-14;2019-03-25
1800;1685;2700;2019-03-15;2019-04-20
2505;1792;5577;2019-03-15;2019-03-29
710;926;6737;2019-03-15;2019-03-26
3839;774;377;2019-03-16;2019-03-27
4709;1432;517;2019-03-16;2019-05-08
4080;397;3860;2019-03-16;2019-05-03
4445;786;217;2019-03-17;2019-06-04
1860;1782;5159;2019-03-17;2019-06-15
3926;1150;3644;2019-03-18;2019-05-27
3062;1942;5592;2019-03-18;2019-05-26
503;1045;5605;2019-03-18;2019-04-19
2897;340;1088;2019-03-19;2019-04-08
4623;1112;2277;2019-03-19;2019-05-13
324;1883;3766;2019-03-19;2019-04-08
4805;413;6196;2019-03-19;2019-05-01
3813;1403;436;2019-03-20;2019-06-10
4547;1363;1300;2019-03-20;2019-06-11
1669;1276;3116;2019-03-20;2019-04-02
585;1305;3687;2019-03-20;2019-04-06
3424;1271;4500;2019-03-20;2019-04-18
4866;1313;253;2019-03-21;2019-04-10
4513;890;1041;2019-03-21;2019-05-25
3960;386;1385;2019-03-21;2019-05-28
686;666;4311;2019-03-21;2019-05-20
160;939;6619;2019-03-21;2019-05-18
4815;281;1279;2019-03-22;2019-03-25
4243;729;3596;2019-03-22;2019-05-15
1175;1087;4208;2019-03-22;2019-05-05
1549;1582;4939;2019-03-22;2019-03-29
2035;706;6083;2019-03-22;2019-04-03
265;813;6260;2019-03-22;2019-04-30
2430;1724;3399;2019-03-23;2019-05-09
1315;201;3456;2019-03-23;2019-04-16
3745;1153;5127;2019-03-23;2019-03-27
2066;470;6204;2019-03-23;2019-06-18
2763;1529;999;2019-03-25;2019-05-07
2287;559;4548;2019-03-25;2019-03-29
4536;574;3089;2019-03-26;2019-04-09
2768;1664;3528;2019-03-26;2019-06-26
1290;1127;6041;2019-03-26;2019-04-29
761;686;6441;2019-03-26;2019-04-19
91;9;2980;2019-03-27;2019-04-16
2973;1059;4006;2019-03-27;2019-04-21
1348;1262;4126;2019-03-27;2019-06-29
4870;1495;913;2019-03-28;2019-04-18
4723;554;6054;2019-03-28;2019-06-07
3946;46;4026;2019-03-29;2019-06-10
1633;1359;4169;2019-03-29;2019-04-03
2677;264;299;2019-03-30;2019-06-10
679;319;2904;2019-03-30;2019-04-03
1012;612;4282;2019-03-30;2019-05-05
454;1440;6299;2019-03-30;2019-06-18
2218;1465;6755;2019-03-30;2019-06-16
79;845;1621;2019-03-31;2019-04-20
3928;611;2544;2019-03-31;2019-05-11
2261;454;3127;2019-03-31;2019-06-05
3531;1177;3362;2019-03-31;2019-04-13
3959;306;3778;2019-03-31;2019-04-10
852;1265;2023;2019-04-01;2019-05-24
1966;1354;3233;2019-04-01;2019-06-30
2487;918;3999;2019-04-01;2019-05-11
562;512;1589;2019-04-02;2019-06-05
4908;1656;2111;2019-04-02;2019-05-01
3862;1233;2727;2019-04-02;2019-04-29
2038;520;3034;2019-04-02;2019-05-10
4752;1076;5457;2019-04-02;2019-06-06
4653;1656;3145;2019-04-03;2019-04-15
2147;961;3942;2019-04-03;2019-05-22
2748;1777;1520;2019-04-04;2019-05-25
297;302;2918;2019-04-04;2019-04-14
2571;192;3932;2019-04-04;2019-06-27
2637;1980;6144;2019-04-04;2019-05-12
1678;1664;4854;2019-04-05;2019-04-19
1788;614;5433;2019-04-05;2019-05-06
3470;1883;6133;2019-04-05;2019-05-16
2365;1075;6312;2019-04-05;2019-05-24
985;509;2237;2019-04-06;2019-06-06
682;1247;2560;2019-04-06;2019-05-09
955;590;3777;2019-04-06;2019-06-06
4918;885;4583;2019-04-06;2019-05-05
446;468;5156;2019-04-06;2019-06-01
2649;1044;6368;2019-04-06;2019-07-06
3967;1007;788;2019-04-07;2019-04-21
2412;804;2837;2019-04-07;2019-06-12
3616;1200;3920;2019-04-07;2019-06-12
425;624;4238;2019-04-08;2019-04-19
2093;1791;5362;2019-04-08;2019-07-04
2999;373;5600;2019-04-08;2019-04-09
663;90;6201;2019-04-08;2019-05-09
2257;661;6440;2019-04-08;2019-05-22
2729;820;1805;2019-04-09;2019-07-02
3956;510;5611;2019-04-09;2019-04-25
1716;526;414;2019-04-10;2019-04-18
1431;193;3206;2019-04-10;2019-05-29
184;725;3393;2019-04-10;2019-06-09
2871;1152;5284;2019-04-10;2019-04-18
2972;1518;5699;2019-04-10;2019-06-01
2465;1516;72;2019-04-11;2019-06-14
1008;1395;1839;2019-04-11;2019-04-15
3512;1285;3626;2019-04-11;2019-07-20
635;1482;5764;2019-04-11;2019-04-30
4341;757;5798;2019-04-11;2019-07-19
2986;1165;6044;2019-04-11;2019-05-15
2554;476;6176;2019-04-11;2019-06-14
2161;288;1959;2019-04-12;2019-05-09
2839;1723;3775;2019-04-12;2019-07-09
4760;1874;2783;2019-04-13;2019-05-09
1914;1763;3279;2019-04-13;2019-05-15
3454;384;68;2019-04-15;2019-05-08
2232;329;3932;2019-04-15;2019-06-02
2634;665;5652;2019-04-16;2019-06-06
2842;131;1456;2019-04-17;2019-05-23
4459;1548;5477;2019-04-17;2019-05-27
3861;561;1797;2019-04-18;2019-05-17
3924;543;2892;2019-04-18;2019-07-13
3895;249;3786;2019-04-18;2019-07-12
3919;679;4650;2019-04-18;2019-06-12
3248;645;5062;2019-04-18;2019-06-22
2716;342;2404;2019-04-19;2019-07-20
633;580;2831;2019-04-19;2019-05-07
4823;1570;4707;2019-04-19;2019-05-07
4635;73;4763;2019-04-19;2019-04-24
2683;356;4996;2019-04-19;2019-06-14
3595;79;5667;2019-04-19;2019-07-05
2566;57;6536;2019-04-20;2019-07-25
1890;1356;1490;2019-04-21;2019-06-06
381;774;2242;2019-04-21;2019-04-29
894;733;3865;2019-04-21;2019-06-16
4663;708;175;2019-04-22;2019-05-31
2203;578;2999;2019-04-22;2019-04-30
4229;1864;3256;2019-04-22;2019-07-04
419;269;5183;2019-04-22;2019-07-24
3488;1705;96;2019-04-23;2019-06-23
4946;836;162;2019-04-23;2019-06-04
2475;1251;4382;2019-04-23;2019-05-15
952;1651;5101;2019-04-23;2019-07-25
4178;124;6198;2019-04-23;2019-05-25
4871;1145;2617;2019-04-24;2019-06-04
2135;1036;5072;2019-04-24;2019-06-12
2480;579;6504;2019-04-24;2019-06-14
4694;1939;5871;2019-04-25;2019-04-28
2490;1082;3557;2019-04-26;2019-06-15
1970;785;4348;2019-04-26;2019-07-13
1263;451;4664;2019-04-26;2019-06-06
448;656;297;2019-04-27;2019-06-27
3463;408;1396;2019-04-27;2019-05-30
3981;380;5843;2019-04-27;2019-07-27
2873;926;4713;2019-04-28;2019-05-26
1033;1323;5730;2019-04-28;2019-07-13
1539;276;1449;2019-04-29;2019-07-23
3335;211;3777;2019-04-29;2019-07-08
3344;1087;3868;2019-04-29;2019-08-06
4856;678;5999;2019-04-29;2019-05-27
2801;488;682;2019-04-30;2019-06-27
4286;786;3713;2019-04-30;2019-05-27
1782;1250;5679;2019-05-01;2019-06-23
4483;1780;2877;2019-05-02;2019-06-03
3539;1751;153;2019-05-03;2019-05-27
1901;1391;510;2019-05-03;2019-08-06
3631;96;1442;2019-05-03;2019-05-19
1498;726;2679;2019-05-03;2019-07-01
4942;607;3817;2019-05-03;2019-05-30
2065;1920;5687;2019-05-03;2019-08-03
2905;1452;1869;2019-05-05;2019-05-18
2329;739;678;2019-05-06;2019-07-17
3543;730;4031;2019-05-06;2019-05-21
2273;1279;5518;2019-05-06;2019-07-30
1542;1420;6755;2019-05-06;2019-05-27
461;882;88;2019-05-07;2019-06-28
3906;330;908;2019-05-07;2019-07-09
3494;1321;4729;2019-05-07;2019-05-11
758;1774;5622;2019-05-07;2019-08-05
607;1321;4459;2019-05-08;2019-08-13
1281;1655;5136;2019-05-08;2019-08-01
2498;896;1583;2019-05-09;2019-05-21
2850;902;1715;2019-05-09;2019-06-26
2100;97;1770;2019-05-11;2019-07-29
463;393;2648;2019-05-11;2019-08-15
2552;321;3181;2019-05-11;2019-06-23
4504;1662;4174;2019-05-11;2019-06-18
2697;1747;6243;2019-05-11;2019-06-19
2212;1294;2399;2019-05-12;2019-08-07
1711;1365;3194;2019-05-12;2019-06-25
199;150;4917;2019-05-12;2019-06-27
4215;1861;4930;2019-05-12;2019-06-19
482;1269;5643;2019-05-12;2019-08-04
3264;1433;1430;2019-05-13;2019-08-15
4158;1332;1919;2019-05-13;2019-05-20
245;1660;2066;2019-05-13;2019-07-09
1174;287;2625;2019-05-13;2019-08-09
2039;1633;2922;2019-05-13;2019-06-23
4390;1528;2726;2019-05-14;2019-07-01
2222;113;4621;2019-05-14;2019-06-23
248;1264;5328;2019-05-14;2019-08-05
2436;1619;6637;2019-05-14;2019-07-06
2974;1810;709;2019-05-15;2019-05-29
2892;1063;1114;2019-05-15;2019-08-22
2198;784;3196;2019-05-15;2019-07-03
1717;1122;3792;2019-05-15;2019-05-22
2574;1244;5409;2019-05-15;2019-07-24
1104;1110;5575;2019-05-15;2019-05-29
471;1999;6004;2019-05-15;2019-08-05
3777;1814;3768;2019-05-17;2019-07-19
4123;1015;5419;2019-05-17;2019-05-18
4852;1923;6370;2019-05-17;2019-08-25
1823;1860;1260;2019-05-18;2019-06-18
2912;677;3178;2019-05-18;2019-08-26
2177;101;4323;2019-05-19;2019-06-26
3720;293;6471;2019-05-20;2019-05-26
1191;224;13;2019-05-21;2019-07-06
2044;25;3320;2019-05-21;2019-06-16
1154;689;5078;2019-05-21;2019-05-27
3112;1571;6111;2019-05-21;2019-08-09
1935;712;6805;2019-05-21;2019-07-24
1999;1744;1261;2019-05-22;2019-08-11
4193;1619;6009;2019-05-22;2019-06-22
3;1455;1912;2019-05-23;2019-07-02
1262;1492;2036;2019-05-23;2019-06-28
4484;1328;3656;2019-05-23;2019-05-28
3025;919;5025;2019-05-23;2019-07-13
1058;525;6520;2019-05-23;2019-08-17
2658;1599;2193;2019-05-24;2019-06-16
1332;1037;3854;2019-05-24;2019-08-11
4584;576;5515;2019-05-24;2019-06-12
3827;540;3415;2019-05-25;2019-08-27
933;1537;2197;2019-05-26;2019-08-26
2451;800;2704;2019-05-26;2019-06-04
3865;209;5941;2019-05-26;2019-07-29
2359;959;3399;2019-05-28;2019-09-03
788;543;6313;2019-05-28;2019-07-23
1446;257;6711;2019-05-28;2019-07-17
3640;908;100;2019-05-29;2019-08-23
4303;168;891;2019-05-29;2019-09-01
4771;1518;249;2019-05-30;2019-07-14
2755;1056;667;2019-05-30;2019-08-17
4561;281;1056;2019-05-30;2019-07-19
2734;1664;14;2019-05-31;2019-07-10
2350;1916;1162;2019-05-31;2019-06-11
1473;444;4567;2019-05-31;2019-06-24
4454;441;2038;2019-06-01;2019-09-04
1582;368;2591;2019-06-01;2019-08-27
1647;111;5061;2019-06-01;2019-08-07
4347;1217;1895;2019-06-03;2019-07-30
2701;482;3886;2019-06-03;2019-07-11
4492;680;6573;2019-06-03;2019-08-24
2202;931;1250;2019-06-04;2019-08-26
3620;49;1320;2019-06-04;2019-07-11
2083;573;3482;2019-06-04;2019-07-08
2281;1577;6289;2019-06-04;2019-08-21
4450;89;1222;2019-06-05;2019-07-18
3127;1598;2825;2019-06-05;2019-08-28
2370;1063;1404;2019-06-06;2019-07-23
1713;760;1665;2019-06-06;2019-09-03
1271;375;4419;2019-06-06;2019-09-13
15;605;5669;2019-06-06;2019-07-18
1145;894;3960;2019-06-07;2019-07-19
2323;971;4327;2019-06-07;2019-06-19
2378;288;4442;2019-06-07;2019-08-01
3739;1797;5421;2019-06-07;2019-07-14
1745;41;380;2019-06-08;2019-07-15
572;1101;3325;2019-06-08;2019-08-15
155;1562;3732;2019-06-08;2019-07-24
3066;993;4414;2019-06-08;2019-08-18
343;1174;5116;2019-06-08;2019-08-25
3744;839;2593;2019-06-09;2019-07-05
4133;1204;4004;2019-06-09;2019-08-12
2210;1939;4348;2019-06-09;2019-07-02
1243;237;1782;2019-06-10;2019-09-08
462;1968;2814;2019-06-10;2019-07-28
1646;193;3724;2019-06-10;2019-09-09
2460;1781;1969;2019-06-11;2019-08-10
4063;249;4602;2019-06-11;2019-06-27
2259;568;3862;2019-06-12;2019-07-01
744;1900;4980;2019-06-12;2019-07-30
2989;1736;5705;2019-06-12;2019-08-23
244;666;5819;2019-06-12;2019-06-30
542;1023;5952;2019-06-12;2019-08-30
2727;1597;6338;2019-06-12;2019-08-17
650;1032;105;2019-06-13;2019-07-30
567;1062;360;2019-06-13;2019-07-28
3755;456;1790;2019-06-13;2019-08-21
4996;1771;4517;2019-06-13;2019-07-08
2726;20;1079;2019-06-14;2019-08-25
2523;1266;1669;2019-06-14;2019-09-08
4679;511;2365;2019-06-14;2019-06-18
1606;1343;2544;2019-06-14;2019-09-04
4449;36;5639;2019-06-14;2019-06-19
4009;1890;5826;2019-06-14;2019-07-13
3548;1507;5971;2019-06-14;2019-07-19
4480;1265;3495;2019-06-15;2019-08-14
2457;298;1621;2019-06-16;2019-09-23
1239;1024;3980;2019-06-16;2019-07-12
1818;85;4436;2019-06-17;2019-08-31
2463;1641;2874;2019-06-18;2019-08-21
4906;1466;3288;2019-06-18;2019-08-31
543;1141;1686;2019-06-19;2019-09-24
3218;772;2814;2019-06-19;2019-08-09
4506;1585;4307;2019-06-19;2019-09-26
979;1153;6324;2019-06-19;2019-08-19
1720;1004;3135;2019-06-20;2019-06-24
4904;1329;3150;2019-06-20;2019-08-20
2722;1267;3222;2019-06-20;2019-07-15
284;180;3423;2019-06-20;2019-07-31
2088;1307;1867;2019-06-21;2019-08-18
2731;729;5844;2019-06-21;2019-09-06
2675;680;2274;2019-06-22;2019-08-06
3809;1512;2621;2019-06-22;2019-09-20
3040;369;5050;2019-06-22;2019-07-11
3880;1331;5652;2019-06-22;2019-08-06
1758;952;1171;2019-06-23;2019-09-07
3465;939;744;2019-06-24;2019-08-24
2388;559;1680;2019-06-24;2019-07-11
3462;136;2489;2019-06-25;2019-09-19
2300;37;1130;2019-06-26;2019-09-26
2886;1638;2462;2019-06-26;2019-09-24
2513;1676;2712;2019-06-26;2019-10-03
2834;1708;3109;2019-06-26;2019-07-24
4064;361;5885;2019-06-26;2019-06-30
10;379;1564;2019-06-27;2019-08-14
1532;1504;5168;2019-06-28;2019-08-08
1022;1587;832;2019-06-30;2019-07-07
173;1584;6063;2019-06-30;2019-08-03
2558;74;2949;2019-07-01;2019-09-25
3870;202;3028;2019-07-01;2019-08-11
2483;895;6534;2019-07-02;2019-09-05
1838;1323;1359;2019-07-03;2019-07-06
4499;1628;1448;2019-07-03;2019-09-15
4814;1883;584;2019-07-04;2019-08-12
2347;1621;3267;2019-07-04;2019-07-07
4579;1158;3956;2019-07-04;2019-08-08
1505;1573;6197;2019-07-04;2019-07-26
1311;840;6397;2019-07-04;2019-08-15
1300;1959;102;2019-07-05;2019-08-01
2366;50;4631;2019-07-05;2019-10-07
