review_id;user_id;book_id;stars;review
205;127;3375;4;poor
4575;852;1606;5;amazing
2800;326;1723;2;poor
4165;1276;3075;3;fascinating 
3254;417;4544;5;horrible
1718;815;5067;4;touching
4598;432;5080;5;horrible
1733;91;5437;3;violent
4665;389;427;3;horrible
4887;218;773;1;disgusting 
2977;1027;1117;1;rubbish
786;195;3204;2;original
1353;512;3590;1;shocking
1216;636;4929;2;boring 
2205;1981;4977;2;strange
662;543;2075;5;unoriginal
30;1030;2440;3;entertaining 
4724;434;5689;5;funny 
2095;892;6411;1;original
2529;1508;614;1;rubbish
2518;1231;1049;3;original
4359;6;4692;4;poor
1815;889;5029;5;rubbish
392;828;232;4;poor
717;636;974;2;boring 
221;537;1849;3;rubbish
2429;962;1656;3;strange
3657;845;5825;1;shocking
1592;98;438;3;fascinating 
1301;312;5784;4;brilliant
4586;1670;1346;4;strange
2545;939;2684;1;rubbish
1155;837;2488;1;boring 
1888;1096;5238;5;unoriginal
1255;1730;3695;5;rubbish
1462;969;5327;5;touching
3577;1322;3448;1;funny 
2908;1390;425;5;original
4730;1964;685;3;poor
209;1400;4220;3;entertaining 
2312;571;1882;3;poor
1825;1572;3244;4;entertaining 
2364;1937;4054;1;funny 
338;1546;4188;4;amazing
1954;423;6092;3;brilliant
4738;1027;6781;4;boring 
3742;1868;295;3;fascinating 
3848;133;3304;3;horrible
82;1083;3664;3;unoriginal
3166;1741;4937;5;original
3971;1240;6314;4;entertaining 
4185;29;3930;2;original
1210;12;5229;4;disgusting 
1106;122;124;2;horrible
4402;1548;582;1;funny 
3129;1039;2233;3;amazing
2006;1129;3120;4;poor
3650;487;1110;2;violent
3063;584;2052;2;touching
4732;1288;6550;3;horrible
4728;1708;3412;4;shocking
3562;376;4104;1;boring 
3713;56;5488;4;touching
4201;653;6344;4;touching
3726;403;6526;1;poor
4414;79;182;4;rubbish
3282;1155;3362;4;brilliant
1816;878;6700;2;entertaining 
1489;588;3631;3;original
4078;661;4738;4;violent
4295;406;5348;5;rubbish
4040;1230;113;3;poor
4152;410;4472;5;violent
3807;543;4179;1;original
226;1460;4452;5;horrible
4830;964;48;1;touching
1046;1633;3274;3;touching
1494;1733;6130;3;horrible
2017;1247;4740;3;funny 
1567;324;5055;4;fascinating 
2608;892;1544;2;rubbish
4144;788;2254;5;touching
2814;974;6652;2;amazing
3672;1654;1058;4;disgusting 
3883;1277;1528;2;funny 
304;1414;3385;5;shocking
3536;1681;3827;1;shocking
2089;1813;5323;4;poor
2645;1724;710;2;rubbish
980;1184;2256;3;entertaining 
146;659;2529;3;shocking
1047;367;2908;5;strange
743;631;6720;1;fascinating 
1708;1117;1599;4;original
3045;543;6289;2;touching
4657;1651;497;1;disgusting 
1638;1778;2147;4;horrible
843;687;4192;4;rubbish
4015;857;1433;2;entertaining 
1313;1508;6693;3;original
72;423;2132;4;touching
4944;1809;3363;3;disgusting 
2804;1636;6380;2;original
2514;1549;2634;3;boring 
2760;795;3174;5;amazing
3781;1352;5896;2;poor
2919;6;1472;5;fascinating 
2344;1375;4832;3;touching
2543;1421;4933;5;shocking
3078;1067;5520;5;original
925;1483;6059;2;horrible
4452;661;2054;5;shocking
48;341;3475;4;poor
4349;1951;4022;1;fascinating 
2666;1691;4439;3;original
3113;1898;925;3;funny 
4880;541;939;4;boring 
2058;992;599;5;amazing
4208;1117;2783;3;horrible
3436;531;3175;3;entertaining 
3830;639;3366;5;original
2285;789;504;4;rubbish
3124;1513;1784;4;original
1579;739;2814;3;horrible
907;500;6162;4;poor
3022;502;1707;3;unoriginal
3013;866;6254;3;brilliant
4895;543;1589;3;brilliant
1156;1033;1856;3;poor
2736;638;6767;2;strange
4659;1698;846;1;touching
1039;1192;1561;1;touching
4306;1324;2012;2;poor
93;830;3291;2;rubbish
3209;991;1456;1;fascinating 
439;1300;483;4;original
1382;772;1551;3;brilliant
505;1524;3438;1;rubbish
3513;1834;2281;1;original
989;1879;6205;5;touching
4262;600;4429;3;rubbish
3731;1708;5601;5;disgusting 
3846;1831;6786;3;boring 
4812;1206;330;1;violent
4549;1366;1194;4;disgusting 
4265;1315;5391;5;entertaining 
2308;1354;5609;3;entertaining 
24;1523;535;4;funny 
194;1114;1368;1;original
391;1785;2004;5;strange
873;1571;1010;1;violent
1081;1732;1277;2;brilliant
667;61;1993;2;strange
2298;1200;1326;1;strange
4342;1099;1918;5;entertaining 
4189;1205;4042;3;unoriginal
3891;349;1709;1;strange
3662;663;2776;4;strange
4177;632;5423;4;funny 
3376;888;3709;1;touching
1236;205;554;4;rubbish
605;176;2686;5;poor
4270;862;3443;4;violent
179;329;3463;1;entertaining 
1652;955;906;1;original
4834;1179;6012;1;funny 
3587;136;4521;3;touching
113;1376;6345;3;poor
2519;734;6492;3;poor
1995;1259;5285;5;funny 
3604;541;6170;3;horrible
2656;975;677;2;amazing
4001;326;723;2;funny 
4743;1272;829;2;shocking
2092;99;848;4;disgusting 
1441;1033;5809;4;violent
34;246;6108;2;brilliant
1419;212;6226;3;horrible
235;1200;208;1;horrible
1065;1084;2791;2;boring 
1762;301;3225;5;entertaining 
3197;848;4938;3;touching
1688;1408;6303;4;unoriginal
628;1664;1637;1;violent
54;1994;2722;4;violent
2603;1886;3071;2;rubbish
1314;80;2539;3;rubbish
3360;1733;3942;5;brilliant
601;1278;5111;4;touching
1355;481;5037;5;rubbish
4558;347;2544;4;entertaining 
833;1932;2619;5;funny 
4159;845;2000;1;strange
4989;1926;2353;2;amazing
1032;1814;2727;1;original
3350;1770;2957;1;brilliant
1200;275;4128;2;violent
2169;684;195;2;original
1630;1039;1176;4;entertaining 
2732;1233;1629;4;funny 
3307;331;5774;5;unoriginal
1642;1066;1459;1;violent
3128;372;2100;5;funny 
671;1714;3191;4;poor
1011;1705;3270;5;original
3413;839;4247;3;violent
2441;1699;4603;5;amazing
3832;1243;774;4;horrible
2719;1830;4788;2;funny 
3578;1393;5419;3;boring 
2381;196;6262;1;strange
16;276;4817;1;fascinating 
1699;1571;586;2;entertaining 
4954;435;6798;1;fascinating 
4388;1283;3697;3;brilliant
4154;1962;6214;1;boring 
1912;139;3383;4;funny 
4833;1;3765;4;shocking
1368;973;5155;3;boring 
2489;931;5334;3;entertaining 
929;898;5545;1;fascinating 
3259;1896;3094;2;disgusting 
551;1732;2487;5;entertaining 
415;1338;3707;5;brilliant
626;984;5492;2;violent
881;668;5511;1;amazing
783;1402;599;5;rubbish
3337;857;3035;5;strange
2368;691;3096;5;touching
3989;1003;3734;5;shocking
2268;113;4190;4;strange
2167;972;5721;4;disgusting 
4386;522;5926;3;violent
4226;1135;464;3;shocking
3121;1118;672;5;touching
3878;1035;1872;5;funny 
3114;1397;4583;1;amazing
3348;1909;4841;2;unoriginal
2152;800;2240;4;entertaining 
1347;1831;2395;4;funny 
2783;829;3275;2;poor
3569;1695;3952;3;shocking
705;73;6598;2;original
4383;88;264;2;original
4695;1275;4163;1;entertaining 
3591;1230;5748;1;rubbish
119;265;1940;2;fascinating 
609;829;3631;1;unoriginal
1680;1698;2548;2;amazing
2906;1152;2710;4;poor
281;1096;4109;2;unoriginal
452;371;4361;3;touching
2346;1399;5244;3;funny 
3047;1257;5244;5;violent
2806;561;5853;4;violent
234;114;5899;4;violent
3094;1719;6801;5;amazing
1737;1800;555;1;shocking
3334;1913;1521;4;touching
2659;775;1091;1;poor
3986;735;6270;1;violent
1599;1565;1834;1;touching
103;540;3626;1;boring 
1706;664;2862;3;rubbish
3240;456;3791;4;entertaining 
208;525;3844;5;entertaining 
294;1992;5368;4;brilliant
3937;1658;2264;5;disgusting 
1528;1393;5043;5;poor
2740;435;5893;5;strange
3800;551;2913;5;shocking
2835;685;3188;1;disgusting 
4764;1695;3843;1;disgusting 
3280;523;4725;5;entertaining 
524;926;5145;4;funny 
3027;1805;1273;4;rubbish
2819;1328;3098;3;strange
1531;728;4621;3;unoriginal
2774;1071;266;3;amazing
1770;1261;4917;4;funny 
1074;1983;6412;2;brilliant
457;1948;234;2;shocking
4955;931;3526;1;unoriginal
951;370;1393;5;funny 
954;332;2839;3;unoriginal
4489;1693;3953;1;brilliant
3032;336;4508;5;violent
114;673;4858;1;fascinating 
2158;1117;6714;4;disgusting 
3318;247;1134;5;funny 
4811;778;1838;3;rubbish
1715;238;3636;5;boring 
3590;1816;6581;2;funny 
1500;1933;6657;2;original
127;620;2214;2;rubbish
1989;1590;3651;3;fascinating 
3136;1430;4486;5;horrible
1007;1399;6439;2;shocking
4379;1862;6081;1;rubbish
1089;246;3896;2;entertaining 
3819;1480;6714;3;funny 
702;276;4034;1;strange
978;1866;1062;5;boring 
816;54;1520;2;brilliant
3123;707;3340;3;entertaining 
4952;693;3572;3;original
557;1518;187;5;poor
1651;191;586;2;brilliant
3769;1344;3700;1;original
174;1267;1229;1;funny 
4071;168;1504;3;funny 
1329;552;3150;1;touching
3943;424;4644;4;shocking
197;199;6275;3;funny 
1692;1639;1833;5;poor
2881;473;4326;2;horrible
4209;1149;4585;2;rubbish
4766;1781;883;2;rubbish
1842;465;1102;5;original
4774;1229;1777;5;original
217;499;2063;3;touching
1397;87;3713;2;horrible
823;41;5729;3;disgusting 
3638;807;2191;3;brilliant
2134;322;2453;4;disgusting 
76;157;6611;5;funny 
4160;1561;1579;1;amazing
3771;1601;2777;1;original
441;726;5549;3;poor
2916;1776;5675;2;disgusting 
1844;1172;1903;5;touching
2445;687;3661;4;strange
3039;1518;4925;4;unoriginal
3575;668;5094;1;boring 
1421;1229;5230;5;poor
2787;1476;3271;3;original
639;1365;767;2;entertaining 
1522;345;2026;2;disgusting 
4930;295;2626;1;fascinating 
3289;1223;918;2;unoriginal
3256;1088;2666;3;funny 
1673;874;2815;1;fascinating 
1245;491;3189;2;boring 
4595;1571;4814;2;brilliant
61;611;6423;5;entertaining 
366;582;1905;4;shocking
4313;228;171;5;fascinating 
4474;1737;865;5;disgusting 
3738;1414;957;2;rubbish
2479;508;2412;1;entertaining 
1809;1280;5748;5;rubbish
570;1011;304;4;boring 
804;211;5066;3;disgusting 
4842;1683;5326;1;amazing
2485;1153;6378;4;brilliant
3098;52;1179;5;fascinating 
3236;871;1268;3;boring 
2560;1899;2478;1;touching
3002;59;4413;1;horrible
4615;146;6564;3;fascinating 
3469;1638;3088;5;rubbish
135;1917;3906;1;strange
210;1588;5091;5;horrible
2428;1272;475;5;violent
729;1071;1226;3;unoriginal
2601;815;1506;1;violent
2846;1730;5565;1;shocking
2568;356;775;2;strange
271;605;1957;4;disgusting 
3600;1515;4018;2;boring 
4337;683;5056;5;fascinating 
1561;624;229;3;fascinating 
790;1468;2764;2;original
858;1543;4933;1;original
4051;1153;6123;4;disgusting 
4775;1488;2468;3;poor
3275;1707;4808;1;boring 
3614;1567;5964;3;disgusting 
1097;1929;1024;2;disgusting 
3215;1925;1705;5;rubbish
826;1735;3539;3;entertaining 
2075;1733;3731;2;rubbish
2805;1007;4523;4;original
3326;1401;5467;3;rubbish
223;739;1795;1;boring 
4926;931;636;5;disgusting 
4702;274;2660;3;strange
227;225;2937;4;violent
2686;1833;5369;2;strange
2949;1734;367;5;amazing
268;69;5841;5;entertaining 
345;689;6705;2;amazing
4951;692;871;3;touching
4277;294;1377;5;entertaining 
3666;1173;4436;3;fascinating 
850;746;5939;4;amazing
369;856;3030;3;horrible
2324;1716;5926;4;funny 
3331;1931;1200;4;horrible
687;311;1654;4;original
3940;1153;4931;4;strange
1808;1017;6622;2;violent
4693;1521;6624;2;horrible
4681;1214;345;4;horrible
753;615;6015;1;rubbish
2362;1875;6806;5;entertaining 
314;1415;76;4;amazing
187;244;1238;5;touching
2159;223;1561;1;poor
4757;1871;4586;5;strange
3014;1779;5318;3;violent
3799;168;6131;2;poor
2341;97;1972;4;poor
3270;1971;5840;3;disgusting 
3606;1808;4847;3;horrible
1062;212;5135;3;touching
2015;1641;333;1;violent
581;1154;2172;4;fascinating 
2466;1981;3355;4;fascinating 
3682;1744;4990;1;touching
224;597;5764;1;shocking
4865;1932;170;1;fascinating 
3559;585;858;5;original
2876;913;4593;1;entertaining 
1729;287;6142;4;disgusting 
2252;921;6424;2;amazing
4909;952;1047;2;poor
3072;221;4464;3;disgusting 
4139;4;5335;5;horrible
4293;435;6295;1;boring 
327;1757;3943;4;shocking
2590;470;349;3;amazing
3162;78;732;4;entertaining 
4925;1344;3219;5;boring 
2063;704;3326;5;amazing
4603;1355;6492;1;rubbish
839;1374;2445;3;original
4162;1048;4223;2;violent
3509;59;2109;1;funny 
4361;1302;4515;5;fascinating 
3231;252;1663;3;horrible
2551;759;3006;1;shocking
876;1469;4067;3;poor
3016;1457;4299;4;strange
71;289;5914;3;amazing
855;753;1073;5;touching
1107;783;1433;2;amazing
3528;1713;4954;1;strange
4748;1914;5977;5;touching
1794;1747;5983;2;shocking
166;1099;2831;4;funny 
41;1059;4989;1;rubbish
3427;519;584;4;poor
813;1923;643;2;funny 
3508;1013;1713;2;rubbish
556;415;1954;4;violent
2567;1100;2057;1;strange
3088;1624;3133;2;poor
540;1301;1404;3;strange
3689;1697;3888;3;disgusting 
3951;1315;4333;4;violent
1854;2000;4659;4;poor
4933;1749;5045;5;horrible
4729;91;5125;5;unoriginal
4264;1240;562;4;funny 
2234;1051;2198;3;violent
4321;785;5467;1;boring 
759;210;5980;1;rubbish
4685;103;1049;3;amazing
1886;1735;3371;1;rubbish
4382;140;4560;1;strange
3064;1854;5437;3;fascinating 
4217;1795;6345;2;entertaining 
3523;1585;337;4;unoriginal
2687;1735;3223;1;strange
7;1693;4294;4;amazing
4617;1771;5470;4;rubbish
3750;1948;5502;2;boring 
588;1118;80;1;funny 
3945;1420;1584;2;brilliant
3453;911;6246;1;unoriginal
356;1442;2394;5;amazing
1182;1443;5147;2;fascinating 
374;1680;3023;4;strange
4671;550;1153;4;brilliant
1829;717;4872;3;fascinating 
3408;1549;5102;2;horrible
2875;1237;6051;2;brilliant
2250;1848;2636;4;violent
1712;1625;3610;1;rubbish
1519;1231;5049;3;unoriginal
308;781;6070;1;unoriginal
1927;424;1734;4;strange
2862;295;2805;4;poor
1272;173;3104;3;strange
484;570;477;2;unoriginal
3941;1820;342;5;amazing
4655;1074;3807;1;poor
1938;949;5519;1;touching
3332;1910;5871;5;rubbish
3900;326;1055;4;original
4711;204;2416;5;rubbish
3225;822;5074;2;horrible
4122;1114;2094;1;boring 
4786;383;2277;5;horrible
4308;328;3556;4;violent
927;1146;3612;4;amazing
2533;1512;4808;2;poor
3244;1599;6273;4;shocking
3385;530;6570;3;brilliant
406;1189;4490;1;boring 
1339;311;6418;1;shocking
648;1648;2140;5;violent
1663;890;3218;4;funny 
1298;123;5305;5;amazing
4900;548;6399;4;shocking
242;1377;256;4;amazing
2667;518;682;4;strange
1513;1174;2832;2;horrible
4016;1128;3817;3;unoriginal
2661;454;6027;1;disgusting 
495;294;6761;3;poor
4176;1648;675;3;original
26;197;2095;2;entertaining 
354;824;5213;5;funny 
1428;320;5875;4;poor
4737;551;2994;5;rubbish
4646;1134;5633;1;touching
1165;1919;5679;1;shocking
4110;660;6197;3;amazing
4885;1620;1893;5;shocking
1481;1032;2718;5;horrible
3991;26;6047;3;amazing
4890;868;2617;3;amazing
2111;195;5599;4;original
725;747;2831;4;amazing
352;1011;6067;3;boring 
1344;846;4797;4;horrible
1099;880;2742;4;brilliant
1122;557;6568;4;original
189;200;559;2;disgusting 
2596;245;570;3;boring 
1958;1599;1351;4;poor
432;1245;2006;4;amazing
1358;1972;2262;2;boring 
2907;1064;2533;2;rubbish
2433;481;5455;4;funny 
670;1151;848;5;horrible
3894;862;4990;1;entertaining 
3802;158;5197;5;boring 
4432;254;2795;2;touching
3222;1591;3729;5;original
267;430;4072;3;horrible
4735;1030;5274;3;original
298;1225;5672;5;strange
2286;97;4414;5;brilliant
4466;194;4928;3;brilliant
1056;769;1946;5;rubbish
1282;1964;2057;3;shocking
437;1400;4293;4;poor
584;1257;6460;5;boring 
1800;1685;2700;1;entertaining 
2505;1792;5577;1;strange
710;926;6737;1;rubbish
3839;774;377;3;entertaining 
4709;1432;517;2;touching
4080;397;3860;4;funny 
4445;786;217;5;disgusting 
1860;1782;5159;2;amazing
3926;1150;3644;5;original
3062;1942;5592;4;touching
503;1045;5605;5;disgusting 
2897;340;1088;3;fascinating 
4623;1112;2277;5;boring 
324;1883;3766;4;entertaining 
4805;413;6196;4;violent
3813;1403;436;5;unoriginal
4547;1363;1300;3;fascinating 
1669;1276;3116;4;amazing
585;1305;3687;3;rubbish
3424;1271;4500;5;horrible
4866;1313;253;2;entertaining 
4513;890;1041;4;poor
3960;386;1385;1;brilliant
686;666;4311;5;touching
160;939;6619;2;boring 
4815;281;1279;2;brilliant
4243;729;3596;1;fascinating 
1175;1087;4208;2;entertaining 
1549;1582;4939;4;touching
2035;706;6083;4;boring 
265;813;6260;3;unoriginal
2430;1724;3399;3;fascinating 
1315;201;3456;5;rubbish
3745;1153;5127;1;brilliant
2066;470;6204;4;shocking
2763;1529;999;4;rubbish
2287;559;4548;4;original
4536;574;3089;3;violent
2768;1664;3528;3;fascinating 
1290;1127;6041;3;fascinating 
761;686;6441;1;fascinating 
91;9;2980;1;unoriginal
2973;1059;4006;4;disgusting 
1348;1262;4126;3;touching
4870;1495;913;2;rubbish
4723;554;6054;2;shocking
3946;46;4026;3;entertaining 
1633;1359;4169;4;brilliant
2677;264;299;4;fascinating 
679;319;2904;2;fascinating 
1012;612;4282;4;touching
454;1440;6299;4;rubbish
2218;1465;6755;4;shocking
79;845;1621;5;horrible
3928;611;2544;5;touching
2261;454;3127;3;rubbish
3531;1177;3362;5;entertaining 
3959;306;3778;4;original
852;1265;2023;2;shocking
1966;1354;3233;5;fascinating 
2487;918;3999;2;horrible
562;512;1589;4;shocking
4908;1656;2111;4;boring 
3862;1233;2727;5;funny 
2038;520;3034;3;funny 
4752;1076;5457;2;unoriginal
4653;1656;3145;4;strange
2147;961;3942;2;disgusting 
2748;1777;1520;5;touching
297;302;2918;2;shocking
2571;192;3932;1;amazing
2637;1980;6144;4;violent
1678;1664;4854;2;funny 
1788;614;5433;2;strange
3470;1883;6133;5;fascinating 
2365;1075;6312;4;unoriginal
985;509;2237;4;disgusting 
682;1247;2560;1;original
955;590;3777;4;shocking
4918;885;4583;3;boring 
446;468;5156;1;shocking
2649;1044;6368;2;fascinating 
3967;1007;788;5;entertaining 
2412;804;2837;4;original
3616;1200;3920;2;original
425;624;4238;5;poor
2093;1791;5362;4;shocking
2999;373;5600;5;rubbish
663;90;6201;2;disgusting 
2257;661;6440;2;brilliant
2729;820;1805;5;brilliant
3956;510;5611;4;disgusting 
1716;526;414;2;disgusting 
1431;193;3206;1;rubbish
184;725;3393;5;fascinating 
2871;1152;5284;2;violent
2972;1518;5699;3;original
2465;1516;72;1;fascinating 
1008;1395;1839;5;strange
3512;1285;3626;4;original
635;1482;5764;3;touching
4341;757;5798;5;amazing
2986;1165;6044;2;funny 
2554;476;6176;1;disgusting 
2161;288;1959;2;rubbish
2839;1723;3775;2;poor
4760;1874;2783;3;amazing
1914;1763;3279;2;violent
3454;384;68;2;shocking
2232;329;3932;2;shocking
2634;665;5652;3;disgusting 
2842;131;1456;2;violent
4459;1548;5477;2;disgusting 
3861;561;1797;5;brilliant
3924;543;2892;2;strange
3895;249;3786;1;touching
3919;679;4650;1;funny 
3248;645;5062;2;amazing
2716;342;2404;5;amazing
633;580;2831;1;fascinating 
4823;1570;4707;3;violent
4635;73;4763;5;horrible
2683;356;4996;2;shocking
3595;79;5667;3;touching
2566;57;6536;2;disgusting 
1890;1356;1490;5;fascinating 
381;774;2242;2;original
894;733;3865;3;disgusting 
4663;708;175;1;poor
2203;578;2999;2;funny 
4229;1864;3256;2;violent
419;269;5183;4;disgusting 
3488;1705;96;1;rubbish
4946;836;162;3;touching
2475;1251;4382;1;shocking
952;1651;5101;4;original
4178;124;6198;4;amazing
4871;1145;2617;4;shocking
2135;1036;5072;1;touching
2480;579;6504;2;unoriginal
4694;1939;5871;2;touching
2490;1082;3557;3;fascinating 
1970;785;4348;4;entertaining 
1263;451;4664;3;violent
448;656;297;4;entertaining 
3463;408;1396;3;boring 
3981;380;5843;2;horrible
2873;926;4713;4;fascinating 
1033;1323;5730;2;unoriginal
1539;276;1449;2;horrible
3335;211;3777;4;violent
3344;1087;3868;5;original
4856;678;5999;2;unoriginal
2801;488;682;3;boring 
4286;786;3713;5;original
1782;1250;5679;2;entertaining 
4483;1780;2877;2;original
3539;1751;153;3;strange
1901;1391;510;3;fascinating 
3631;96;1442;5;violent
1498;726;2679;5;funny 
4942;607;3817;2;shocking
2065;1920;5687;2;poor
2905;1452;1869;5;entertaining 
2329;739;678;3;boring 
3543;730;4031;1;violent
2273;1279;5518;2;fascinating 
1542;1420;6755;1;horrible
461;882;88;3;shocking
3906;330;908;4;touching
3494;1321;4729;3;amazing
758;1774;5622;3;brilliant
607;1321;4459;2;violent
1281;1655;5136;1;entertaining 
2498;896;1583;5;strange
2850;902;1715;3;boring 
2100;97;1770;3;fascinating 
463;393;2648;1;poor
2552;321;3181;1;poor
4504;1662;4174;3;unoriginal
2697;1747;6243;2;original
2212;1294;2399;1;disgusting 
1711;1365;3194;5;poor
199;150;4917;2;horrible
4215;1861;4930;4;poor
482;1269;5643;4;fascinating 
3264;1433;1430;5;rubbish
4158;1332;1919;4;original
245;1660;2066;3;funny 
1174;287;2625;4;rubbish
2039;1633;2922;1;original
4390;1528;2726;1;brilliant
2222;113;4621;5;violent
248;1264;5328;2;funny 
2436;1619;6637;4;strange
2974;1810;709;4;entertaining 
2892;1063;1114;5;disgusting 
2198;784;3196;3;entertaining 
1717;1122;3792;2;rubbish
2574;1244;5409;5;horrible
1104;1110;5575;1;funny 
471;1999;6004;4;horrible
3777;1814;3768;3;unoriginal
4123;1015;5419;1;horrible
4852;1923;6370;2;poor
1823;1860;1260;5;disgusting 
2912;677;3178;3;entertaining 
2177;101;4323;4;rubbish
3720;293;6471;5;disgusting 
1191;224;13;5;amazing
2044;25;3320;1;entertaining 
1154;689;5078;1;brilliant
3112;1571;6111;4;touching
1935;712;6805;2;original
1999;1744;1261;2;entertaining 
4193;1619;6009;1;original
3;1455;1912;1;shocking
1262;1492;2036;5;horrible
4484;1328;3656;2;strange
3025;919;5025;5;entertaining 
1058;525;6520;5;brilliant
2658;1599;2193;4;strange
1332;1037;3854;4;rubbish
4584;576;5515;4;touching
3827;540;3415;2;brilliant
933;1537;2197;4;disgusting 
2451;800;2704;5;disgusting 
3865;209;5941;3;original
2359;959;3399;5;funny 
788;543;6313;1;fascinating 
1446;257;6711;1;touching
3640;908;100;3;violent
4303;168;891;2;disgusting 
4771;1518;249;2;strange
2755;1056;667;4;boring 
4561;281;1056;4;shocking
2734;1664;14;5;shocking
2350;1916;1162;2;entertaining 
1473;444;4567;1;entertaining 
4454;441;2038;4;touching
1582;368;2591;3;horrible
1647;111;5061;5;violent
4347;1217;1895;2;boring 
2701;482;3886;5;shocking
4492;680;6573;3;boring 
2202;931;1250;4;shocking
3620;49;1320;4;amazing
2083;573;3482;5;amazing
2281;1577;6289;5;entertaining 
4450;89;1222;2;disgusting 
3127;1598;2825;2;brilliant
2370;1063;1404;1;touching
1713;760;1665;5;rubbish
1271;375;4419;4;shocking
15;605;5669;2;touching
1145;894;3960;4;entertaining 
2323;971;4327;4;strange
2378;288;4442;2;original
3739;1797;5421;1;strange
1745;41;380;5;horrible
572;1101;3325;2;fascinating 
155;1562;3732;5;brilliant
3066;993;4414;3;touching
343;1174;5116;5;unoriginal
3744;839;2593;1;boring 
4133;1204;4004;4;entertaining 
2210;1939;4348;4;poor
1243;237;1782;4;fascinating 
462;1968;2814;1;shocking
1646;193;3724;5;original
2460;1781;1969;1;touching
4063;249;4602;2;unoriginal
2259;568;3862;3;boring 
744;1900;4980;5;unoriginal
2989;1736;5705;5;brilliant
244;666;5819;4;shocking
542;1023;5952;5;shocking
2727;1597;6338;3;original
650;1032;105;1;shocking
567;1062;360;5;horrible
3755;456;1790;3;unoriginal
4996;1771;4517;2;fascinating 
2726;20;1079;3;shocking
2523;1266;1669;3;disgusting 
4679;511;2365;3;brilliant
1606;1343;2544;1;shocking
4449;36;5639;1;shocking
4009;1890;5826;5;disgusting 
3548;1507;5971;5;fascinating 
4480;1265;3495;2;brilliant
2457;298;1621;2;rubbish
1239;1024;3980;3;fascinating 
1818;85;4436;1;entertaining 
2463;1641;2874;1;disgusting 
4906;1466;3288;4;violent
543;1141;1686;3;fascinating 
3218;772;2814;5;fascinating 
4506;1585;4307;2;rubbish
979;1153;6324;5;amazing
1720;1004;3135;5;entertaining 
4904;1329;3150;5;amazing
2722;1267;3222;2;entertaining 
284;180;3423;2;fascinating 
2088;1307;1867;1;fascinating 
2731;729;5844;1;boring 
2675;680;2274;3;funny 
3809;1512;2621;4;violent
3040;369;5050;2;rubbish
3880;1331;5652;4;unoriginal
1758;952;1171;2;horrible
3465;939;744;1;fascinating 
2388;559;1680;3;amazing
3462;136;2489;4;shocking
2300;37;1130;4;fascinating 
2886;1638;2462;4;amazing
2513;1676;2712;4;boring 
2834;1708;3109;1;poor
4064;361;5885;3;violent
10;379;1564;4;horrible
1532;1504;5168;2;original
1022;1587;832;3;strange
173;1584;6063;1;original
2558;74;2949;1;horrible
3870;202;3028;3;fascinating 
2483;895;6534;2;fascinating 
1838;1323;1359;5;funny 
4499;1628;1448;4;poor
4814;1883;584;3;shocking
2347;1621;3267;1;disgusting 
4579;1158;3956;5;entertaining 
1505;1573;6197;2;shocking
1311;840;6397;4;boring 
1300;1959;102;5;entertaining 
2366;50;4631;3;boring 
3305;1445;6638;4;strange
2526;392;340;5;horrible
1812;1026;1890;2;fascinating 
3467;1491;3012;3;violent
4283;439;3147;2;shocking
272;866;599;1;rubbish
3175;80;5132;1;entertaining 
3471;1813;664;5;rubbish
51;495;2771;4;strange
2996;1075;4005;4;unoriginal
2404;390;1282;4;violent
2557;1337;3021;5;rubbish
2423;875;859;5;brilliant
4091;291;886;5;strange
1060;619;1649;1;funny 
3141;1138;2181;5;strange
4192;1921;3836;1;strange
3868;1709;1314;3;rubbish
1120;1348;3768;1;funny 
1126;1458;4664;1;funny 
299;1417;126;5;funny 
1317;104;834;2;rubbish
4411;751;1994;1;shocking
4675;380;3237;2;funny 
1166;770;6137;5;original
4456;1137;2895;2;original
4026;1754;4394;3;disgusting 
1221;783;4560;3;violent
4678;977;4752;4;violent
2705;261;170;2;fascinating 
2380;627;4863;1;rubbish
2229;594;6159;3;funny 
4742;1527;3395;5;entertaining 
1604;1888;3601;1;funny 
4781;1708;521;5;amazing
384;1357;2251;5;disgusting 
4878;1292;3114;2;boring 
4025;927;1785;1;unoriginal
2678;384;2608;2;entertaining 
1066;1377;3250;1;brilliant
1885;1805;3771;4;violent
2575;1815;5894;1;original
4486;1284;5959;4;fascinating 
459;1435;6634;5;shocking
1791;77;1541;5;poor
2448;439;2003;2;entertaining 
2890;1985;2773;3;unoriginal
521;435;1420;5;shocking
3278;608;3809;5;brilliant
440;1866;4987;3;horrible
1057;1304;5592;4;horrible
260;78;6509;4;original
4744;178;345;1;horrible
4244;208;2543;2;shocking
3417;1196;5874;3;horrible
2447;864;6121;2;touching
2455;1617;2932;2;rubbish
4776;1717;3354;5;brilliant
3200;1945;1659;1;amazing
586;1416;2218;3;violent
2808;194;3797;3;funny 
3717;1844;4670;1;horrible
2264;1941;5049;1;amazing
3068;528;5269;4;violent
1936;821;5337;5;violent
752;1872;3644;3;strange
1889;303;4953;5;original
2337;589;406;1;strange
1130;1087;562;1;unoriginal
2528;1542;1687;1;brilliant
851;274;5379;4;original
1714;1164;4295;2;rubbish
3541;1358;1860;3;original
4983;184;2511;1;touching
1623;243;3170;1;funny 
